,Construction year,Building condition,Number of frontages,Surroundings type,Living area,Living room surface,Kitchen type,Kitchen surface,Bedrooms,Bathrooms,Shower rooms,Toilets,Basement,Furnished,Terrace,Elevator,Accessible for disabled people,Swimming pool,Energy class,Heating type,Double glazing,Price,Address,Covered parking spaces,Flood zone type,Neighbourhood or locality,Outdoor parking spaces,Garden surface,Terrace surface,Garden,Monthly charges
4292,,,,,,,,,,,,,,,,,,,Not specified,,,,30 Rue de Villers 4520  - Vinalmont,,Non flood zone,,,,,,
4293,1930.0,Just renovated,2.0,,120  m² square meters,30  m² square meters,Semi equipped,16  m² square meters,3.0,1.0,,2.0,,,Yes,,,,E,Gas,Yes,"Make an offer starting from  € 345,000  Make an offer starting from  345000 €",Alsembergsesteenweg 660 1653  - Dworp,,Non flood zone,,,,,,
4294,2021.0,As new,2.0,Urban,171  m² square meters,22  m² square meters,Hyper equipped,15  m² square meters,3.0,2.0,,3.0,,No,,No,,No,A,Gas,Yes,"€ 353,500  353500 €",Sint-Denijslaan 1 9000  - Gent,,Non flood zone,Gent en omstreken,,15  m²  square meters,9  m²  square meters,,
4295,2021.0,As new,3.0,Urban,174  m² square meters,25  m² square meters,Hyper equipped,14  m² square meters,3.0,2.0,,3.0,,No,,No,,No,A,Gas,Yes,"€ 358,500  358500 €",Sint-Denijslaan 1 9000  - Gent,,Non flood zone,Gent en omstreken,,15  m²  square meters,9  m²  square meters,,
4296,2021.0,As new,2.0,Urban,176  m² square meters,24  m² square meters,Hyper equipped,17  m² square meters,3.0,2.0,,3.0,,No,,No,,No,A,Gas,Yes,"€ 363,500  363500 €",Sint-Denijslaan 1 9000  - Gent,,Non flood zone,Gent en omstreken,,15  m²  square meters,9  m²  square meters,,
4297,,,,,,,,,,,,,,,,,,,Not specified,,,,"Chaussée de Waterloo, 125 1640  - Rhode-St-Genèse",,Non flood zone,,,,,,
4298,2021.0,As new,2.0,Urban,174  m² square meters,22  m² square meters,Hyper equipped,15  m² square meters,3.0,2.0,,2.0,,No,,No,,No,A,Gas,Yes,"€ 358,500  358500 €",Sint-Denijslaan 1 9000  - Gent,,Non flood zone,Gent en omstreken,,15  m²  square meters,9  m²  square meters,,
4299,,,,,,,,,,,,,,,,,,,Not specified,,,,PARKLAAN 46 2300  - Turnhout,,,,,,,,
4300,,,,,,,,,,,,,,,,,,,Not specified,,,,Voie de l'Ardenne 179 4053  - Embourg,,,,,,,,
4301,,,,,,,,,,,,,,,,,,,Not specified,,,,"Chaussée de Waterloo, 125 1640  - Rhode-St-Genèse",,Non flood zone,,,,,,
4302,,,,,,,,,,,,,,,,,,,Not specified,,,,Naamsestraat 37 3000  - Leuven,,,Leuven centrum,,,,,
4303,,,,,,,,,,,,,,,,,,,Not specified,,,,Stationsstraat 171 9880  - Aalter,,Non flood zone,,,,,,
4304,,,,,,,,,,,,,,,,,,,Not specified,,,,"Britselei, 24 2000  - Anvers",,Non flood zone,,,,,,
4305,,,,,,,,,,,,,,,,,,,Not specified,,,,Gemeenteplein 9 2340  - Beerse,,,,,,,,
4306,,,,,,,,,,,,,,,,,,,Not specified,,,,Prins Boudewijnlaan 218 2650  - Edegem,85.0,,omgeving Lier,,,,,
4307,,,,,,,,,,,,,,,,,,,A,,,,beversesteenweg 458 8800  - Roeselare,1.0,Non flood zone,,,,,,
4308,,,,,,,,,,,,,,,,,,,Not specified,,,,Havermarkt 22 3500  - Hasselt,,,,,,,,
4309,,,,,,,,,,,,,,,,,,,Not specified,,,,Elisabethlaan 336 8400  - Oostende,,Non flood zone,,,,,,
4310,,,,,,,,,,,,,,,,,,,Not specified,,,,Brusselsesteenweg 59/1 1860  - Meise,,Non flood zone,,,,,,
4311,,,,,,,,,,,,,,,,,,,Not specified,,,,Bisschopslaan 16 2340  - Beerse,,,,,,,,
4312,,,,,,,,,,,,,,,,,,,Not specified,,,,Tervuursevest 11 3000  - Leuven,,Non flood zone,,,,,,
4313,,,,,,,,,,,,,,,,,,,Not specified,,,,Wiekevorst-Dorp 61 1 2222  - Heist-Op-Den-berg,,,,,,,,
4314,,,,,,,,,,,,,,,,,,,Not specified,,,,Bisschopslaan 16 2340  - Beerse,,,,,,,,
4315,,,,,,,,,,,,,,,,,,,Not specified,,,,Havermarkt 22 3500  - Hasselt,,Non flood zone,,,,,,
4316,,,,,,,,,,,,,,,,,,,Not specified,,,,Posterijstraat 61 8793  - Waregem,,Non flood zone,,,,,,
4317,,,,,,,,,,,,,,,,,,,Not specified,,,,Graatakker 91 2300  - Turnhout,,,,,,,,
4318,,,,,,,,,,,,,,,,,,,Not specified,,,,Generaal Lemanstraat 55 2018  - Antwerpen,,,,,,,,
4319,,,,,,,,,,,,,,,,,,,Not specified,,,,PARKLAAN 46 2300  - Turnhout,,Non flood zone,,,,,,
4320,,,,,,,,,,,,,,,,,,,Not specified,,,,Onze Lieve Vrouwstraat 12 9280  - Lebbeke,13.0,,Regio Lebbeke,13.0,,,,
4321,,,,,,,,,,,,,,,,,,,Not specified,,,,Harpstraat 5/001 8530  - Harelbeke,,,Leieboorden - stadscentrum Harelbeke,,,,,
4322,,,,,,,,,,,,,,,,,,,Not specified,,,,Graatakker 91 2300  - Turnhout,,,,,,,,
4323,,,,,,,,,,,,,,,,,,,Not specified,,,,Rue de Chesseroux 1 4651  - Herve,1.0,,,,,,,
4324,,,,,,,,,,,,,,,,,,,Not specified,,,,PARKLAAN 46 2300  - Turnhout,,Recognized flood zone,,,,,,
4325,,,,,,,,,,,,,,,,,,,Not specified,,,,Egaalstraat 11 8870  - Izegem,,,,,,,,
4326,,,,,,,,,,,,,,,,,,,Not specified,,,,Posterijstraat 61 8793  - Waregem,,Non flood zone,,,,,,
4327,,,,,,,,,,,,,,,,,,,Not specified,,,,Havermarkt 22 3500  - Hasselt,,,,,,,,
4328,,,,,,,,,,,,,,,,,,,Not specified,,,,Oude Weg 39 9991  - Maldegem,,,,,,,,
4329,,,,,,,,,,,,,,,,,,,Not specified,,,,Oude Weg 39 9991  - Maldegem,,,,,,,,
4330,,,,,,,,,,,,,,,,,,,Not specified,,,,Rue du Bosquet 3 4890  - Thimister-Clermont,,Non flood zone,,,,,,
4331,,,,,,,,,,,,,,,,,,,Not specified,,,,PARKLAAN 46 2300  - Turnhout,,Non flood zone,,,,,,
4332,,,,,,,,,,,,,,,,,,,Not specified,,,,PARKLAAN 46 2300  - Turnhout,,Non flood zone,,,,,,
4333,,,,,,,,,,,,,,,,,,,Not specified,,,,Hoogstraat 70 9250  - Waasmunster,,Non flood zone,,,,,,
4334,,,,,,,,,,,,,,,,,,,A,,,,Prof. Scharpélaan 44 3130  - Betekom,,Non flood zone,,,,,,
4335,,,,,,,,,,,,,,,,,,,Not specified,,,,Maria Henriettalei 8 2018  - Antwerpen,,,,,,,,
4336,,,,,,,,,,,,,,,,,,,Not specified,,,,Boomstraat 93 2880  - Bornem,,,,,,,,
4337,,,,,,,,,,,,,,,,,,,Not specified,,,,markt 9 9700  - Oudenaarde,,,,,,,,
4338,,,,,,,,,,,,,,,,,,,Not specified,,,,Koolmijnlaan 38 3550  - Heusden-Zolder,,Non flood zone,,,,,,
4339,,,,,,,,,,,,,,,,,,,Not specified,,,,Pokmoere 23 9900  - Eeklo,,Non flood zone,,,,,,
4340,,,,,,,,,,,,,,,,,,,Not specified,,,,Stationstraat 79 1861  - Wolvertem,,Non flood zone,,,,,,
4341,,,,,,,,,,,,,,,,,,,Not specified,,,,Herseltsesteenweg 95 3200  - Aarschot,,,,,,,,
4342,,,,,,,,,,,,,,,,,,,Not specified,,,,Stationstraat 79 1861  - Wolvertem,,Non flood zone,,,,,,
4343,,,,,,,,,,,,,,,,,,,Not specified,,,,Jan Hammeneikerstraat 125 2880  - Bornem,,Non flood zone,,11.0,,,,
4344,,,,,,,,,,,,,,,,,,,Not specified,,,,Graatakker 91 2300  - Turnhout,,,,,,,,
4345,,,,,,,,,,,,,,,,,,,Not specified,,,,Oude Weg 39 9991  - Maldegem,,,,,,,,
4346,,,,,,,,,,,,,,,,,,,Not specified,,,,Rue de Chesseroux 1 4651  - Herve,,,,,,,,
4347,,,,,,,,,,,,,,,,,,,Not specified,,,,Chemin de Weyler 39 6700  - Arlon,,Non flood zone,,,,,,
4348,,To be done up,3.0,Countryside,277  m² square meters,,Semi equipped,,5.0,2.0,,2.0,,No,,,,,E,Fuel oil,Yes,"€ 385,000  385000 €",Rue Bonne Fortune 9 4000  - Liège,2.0,,Verviers,4.0,1400  m²  square meters,,,
4349,,,,,,,,,,,,,,,,,,,Not specified,,,,PARKLAAN 46 2300  - Turnhout,,Non flood zone,,,,,,
4350,,,,,,,,,,,,,,,,,,,Not specified,,,,Posterijstraat 61 8793  - Waregem,,Non flood zone,,,,,,
4351,,,,,,,,,,,,,,,,,,,Not specified,,,,Egaalstraat 11 8870  - Izegem,,Non flood zone,,,,,,
4352,,,,,,,,,,,,,,,,,,,Not specified,,,,Oudstrijderslaan 38 3140  - Keerbergen,,,,,,,,
4353,,,,,,,,,,,,,,,,,,,Not specified,,,,"Britselei, 24 2000  - Anvers",,Non flood zone,,,,,,
4354,,,,,,,,,,,,,,,,,,,Not specified,,,,"Chaussée de Waterloo, 125 1640  - Rhode-St-Genèse",,Non flood zone,Brabant Flamand,,,,,
4355,,,,,,,,,,,,,,,,,,,Not specified,,,,Koolmijnlaan 38 3550  - Heusden-Zolder,,Non flood zone,,,,,,
4356,,,,,,,,,,,,,,,,,,,Not specified,,,,Jozef II straat 45 8400  - Oostende,,Non flood zone,,,,,,
4357,,,,,,,,,,,,,,,,,,,Not specified,,,,Ezelstraat 57 8000  - Brugge,,Non flood zone,,,,,,
4358,,,,,,,,,,,,,,,,,,,Not specified,,,,"Grote steenweg, 511 2600  - Berchem",,Non flood zone,Regio andere,,,,,
4359,1960.0,Good,4.0,Isolated,150  m² square meters,50  m² square meters,Installed,9  m² square meters,3.0,1.0,1.0,2.0,Yes,No,Yes,No,No,No,F,Fuel oil,Yes,"€ 480,000  480000 €",Rue de Rixensart 77 1332  - Genval,1.0,Non flood zone,Brabant Wallon,2.0,500  m²  square meters,,,
4360,2007.0,As new,3.0,"Living area (residential, urban or rural)",151  m² square meters,,Installed,15  m² square meters,3.0,1.0,,2.0,,,,No,No,No,A,Gas,Yes,"€ 589,000  589000 €",,1.0,Non flood zone,,2.0,150  m²  square meters,40  m²  square meters,,
4361,1969.0,To be done up,4.0,"Living area (residential, urban or rural)",253  m² square meters,48  m² square meters,Semi equipped,15  m² square meters,5.0,2.0,1.0,3.0,Yes,,,,,,E,Fuel oil,Yes,"€ 695,000  695000 €",Alsembergsesteenweg 660 1653  - Dworp,3.0,Non flood zone,,4.0,,,,
4362,1912.0,Good,2.0,Urban,,,Installed,,,4.0,,7.0,Yes,No,,No,No,No,E,Gas,Yes,"€ 2,900,000  2900000 €",Parvis Sainte-Alix 37 1150  - Woluwe-Saint-Pierre,,Non flood zone,Brussels ZE,1.0,450  m²  square meters,45  m²  square meters,,
4363,1935.0,To be done up,2.0,,73  m² square meters,,Semi equipped,,1.0,1.0,,1.0,,,Yes,,,,D,Gas,Yes,"€ 165,000  165000 €",Bredabaan 260 2930  - Brasschaat,,Non flood zone,,,,,,
4364,,Just renovated,2.0,,73  m² square meters,25  m² square meters,Installed,14  m² square meters,2.0,1.0,,1.0,Yes,,,,,,B,Gas,Yes,"€ 229,000  229000 €",Plantin en Moretuslei 135A 2140  - Borgerhout,,Non flood zone,,,,6  m²  square meters,,
4365,,,,,,,,,,,,,,,,,,,Not specified,,,,30 Rue de Villers 4520  - Vinalmont,,,,,,,,
4366,2022.0,As new,,Urban,97  m² square meters,,Installed,,2.0,1.0,,1.0,,No,,Yes,Yes,,B,Gas,Yes,"€ 310,000  310000 €",Rue Fort d'Andoy 5 5100  - Wierde,,,Liège,,,56  m²  square meters,,
4367,,Just renovated,2.0,,73  m² square meters,25  m² square meters,Installed,14  m² square meters,2.0,1.0,,1.0,Yes,,,,,,B,Gas,Yes,"€ 229,000  229000 €",Plantin en Moretuslei 135A 2140  - Borgerhout,,Non flood zone,,,,6  m²  square meters,,
4368,,Just renovated,2.0,,73  m² square meters,25  m² square meters,Installed,14  m² square meters,2.0,1.0,,1.0,Yes,,,,,,B,Gas,Yes,"€ 235,000  235000 €",Plantin en Moretuslei 135A 2140  - Borgerhout,,Non flood zone,,,,6  m²  square meters,,
4369,1976.0,Good,2.0,"Living area (residential, urban or rural)",59  m² square meters,,USA installed,,1.0,1.0,,1.0,,No,,Yes,Yes,No,F,Gas,Yes,"€ 245,000  245000 €","Rue Abbé Cuypers (étage 1), 3 1040  - Bruxelles",,,,,,20  m²  square meters,,
4370,2019.0,As new,2.0,Urban,100  m² square meters,,Not installed,,2.0,1.0,,1.0,,No,,,,,A,Gas,,"€ 249,000  249000 €",Stationstraat 30 9600  - Ronse,,Non flood zone,,,,10  m²  square meters,,
4371,1932.0,Good,3.0,"Living area (residential, urban or rural)",146  m² square meters,48  m² square meters,Installed,16  m² square meters,2.0,1.0,1.0,1.0,Yes,No,,No,Yes,No,G,Gas,Yes,"€ 315,000  315000 €",Avenue Louise 231 1050  - Ixelles,,Non flood zone,bruxelles,,,7  m²  square meters,,
4372,,As new,2.0,Urban,105  m² square meters,,Hyper equipped,,2.0,1.0,,1.0,,No,,Yes,No,No,C,Gas,,"€ 386,000  386000 €",Bld. Brand Whitlock 108 1200  - Woluwe-Saint-Lambert,,,R Bruxelles Centre,,,,,
4373,1967.0,As new,,Urban,97  m² square meters,,USA hyper equipped,,3.0,1.0,,1.0,,,Yes,,,,B,Gas,Yes,"€ 525,000  525000 €",Albert I Promenade 79 8400  - Oostende,,,,,,,,
4374,2013.0,As new,2.0,Urban,115  m² square meters,37  m² square meters,Installed,,3.0,2.0,1.0,2.0,Yes,No,,Yes,No,No,B,Gas,Yes,"€ 489,999  489999 €",Avenue Baron Albert d'Huart 130 1950  - Kraainem,,,1 - Bruxelles Centre,,,27  m²  square meters,,
4375,1932.0,Good,2.0,Isolated,157  m² square meters,35  m² square meters,USA installed,10  m² square meters,3.0,2.0,2.0,2.0,,No,,No,No,No,G,Gas,Yes,"€ 325,000  325000 €",Avenue Louise 231 1050  - Ixelles,,,bruxelles,,,,,
4376,1918.0,Good,3.0,,130  m² square meters,28  m² square meters,Installed,8  m² square meters,3.0,1.0,,1.0,Yes,,Yes,,,,D,Gas,Yes,,Avenuedes Ardennes 7d 4500  - Huy,,,,,,,,
4377,2016.0,As new,4.0,Urban,33  m² square meters,,Installed,,1.0,1.0,1.0,1.0,Yes,Yes,Yes,Yes,,,Not specified,Gas,Yes,"€ 175,000  175000 €",Markt 58 9800  - Deinze,,,,,,,Yes,€ 580  580 €
4378,1976.0,Good,4.0,"Living area (residential, urban or rural)",180  m² square meters,50  m² square meters,,,3.0,1.0,,2.0,Yes,,,,,,C,Fuel oil,Yes,,Chaussee de Charleroi 59 B 5030  - Gembloux,2.0,,,3.0,,50  m²  square meters,Yes,
4379,1937.0,To renovate,2.0,Urban,80  m² square meters,30  m² square meters,Installed,11  m² square meters,2.0,1.0,2.0,2.0,Yes,No,,No,No,No,G,Gas,,"€ 119,000  119000 €",Grand rue 191 4870  - Trooz,,,,,,45  m²  square meters,,
4380,1977.0,To be done up,4.0,Isolated,44  m² square meters,15  m² square meters,USA installed,4  m² square meters,2.0,1.0,1.0,1.0,,Yes,,,,,G,Electric,,"€ 135,000  135000 €",Chaussée de Liège 7 6900  - Marche,,Non flood zone,Zone Nord Province du Luxembourg,2.0,265  m²  square meters,20  m²  square meters,,
4381,1849.0,To renovate,2.0,Isolated,70  m² square meters,15  m² square meters,Not installed,17  m² square meters,2.0,1.0,1.0,1.0,Yes,No,,,,,F,Gas,Yes,"€ 99,000  99000 €",Grand rue 191 4870  - Trooz,,,"Trooz, Nessonvaux, Fraipont",,,7  m²  square meters,,
4382,1965.0,To renovate,3.0,Countryside,140  m² square meters,27  m² square meters,Not installed,8  m² square meters,3.0,1.0,1.0,2.0,,No,,No,No,No,D,Fuel oil,Yes,"€ 165,000  165000 €",Grand rue 191 4870  - Trooz,1.0,,"Trooz, Nessonvaux, Fraipont",2.0,80  m²  square meters,20  m²  square meters,,
4383,1850.0,To renovate,2.0,Urban,58  m² square meters,16  m² square meters,USA installed,6  m² square meters,2.0,1.0,,1.0,,No,,No,Yes,No,D,Gas,Yes,"€ 179,000  179000 €",Hoogstraat 5 2800  - Mechelen,,Non flood zone,,,,,,
4384,1874.0,As new,2.0,Urban,54  m² square meters,14  m² square meters,Hyper equipped,5  m² square meters,1.0,1.0,1.0,1.0,Yes,No,Yes,No,,No,C,Electric,Yes,"€ 159,000  159000 €",Rue Simon 46/2 6990  - Hotton,,Non flood zone,,,,,,
4385,1965.0,To renovate,3.0,Countryside,140  m² square meters,27  m² square meters,Not installed,8  m² square meters,3.0,1.0,1.0,2.0,,No,,No,No,No,D,Fuel oil,Yes,"€ 165,000  165000 €",Grand rue 191 4870  - Trooz,1.0,,"Trooz, Nessonvaux, Fraipont",2.0,80  m²  square meters,20  m²  square meters,,
4386,1963.0,To be done up,3.0,Urban,135  m² square meters,,Not installed,,2.0,1.0,,1.0,,No,,No,No,No,G,Fuel oil,,"€ 189,000  189000 €",Grand rue 191 4870  - Trooz,1.0,,,,180  m²  square meters,20  m²  square meters,,
4387,1950.0,Good,2.0,Isolated,146  m² square meters,14  m² square meters,Installed,9  m² square meters,3.0,1.0,1.0,1.0,Yes,No,,,,,E,Fuel oil,Yes,"€ 180,000  180000 €",Grand rue 191 4870  - Trooz,,,"Sprimont, Louveigné",2.0,,32  m²  square meters,,
4388,,,,,,,,,,,,,,,,,,,Not specified,,,,Natiënlaan 199 8300  - Knokke-Heist,,,,,,,,
4389,,,,,,,,,,,,,,,,,,,Not specified,,,,Zeedijk Heist 273 8301  - Knokke-Heist,1.0,Non flood zone,,,,,,
4390,,,,,,,,,,,,,,,,,,,Not specified,,,,PARKLAAN 46 2300  - Turnhout,,Non flood zone,,,,,,
4391,,,,,,,,,,,,,,,,,,,Not specified,,,,Kouter 98 9000  - Gent,,,,,,,,
4392,,,,,,,,,,,,,,,,,,,Not specified,,,,PARKLAAN 46 2300  - Turnhout,,Non flood zone,,,,,,
4393,,,,,,,,,,,,,,,,,,,Not specified,,,,Kustlaan 8 8300  - Knokke,,Non flood zone,,,,,,
4394,,,,,,,,,,,,,,,,,,,Not specified,,,,Koninginnelaan 84 8430  - Middelkerke,,Non flood zone,,,,,,
4395,,,,,,,,,,,,,,,,,,,Not specified,,,,Rue des Anneux 2 4053  - Embourg,,Non flood zone,Hyper Centre d 'Embourg,,,,,
4396,,,,,,,,,,,,,,,,,,,Not specified,,,,Place McAuliffe 43 6600  - Bastogne,,,,,,,,
4397,,,,,,,,,,,,,,,,,,,Not specified,,,,"Rue Zenobe Gramme, 33A 4821  - Dison",,,,,,,,
4398,,,,,,,,,,,,,,,,,,,Not specified,,,,Avenue Franklin Roosevelt 22A 4600  - Visé,,,,,,,,
4399,,,,,,,,,,,,,,,,,,,Not specified,,,,Pas 96/A 2440  - Geel,,Non flood zone,,,,,,
4400,,,,,,,,,,,,,,,,,,,Not specified,,,,Grand Place 8 1480  - Tubize,,,,,,,,
4401,,,,,,,,,,,,,,,,,,,Not specified,,,,Meyskensstraat 222 1780  - Wemmel,,,,,,,,
4402,,,,,,,,,,,,,,,,,,,Not specified,,,,Visserskaai 8 8400  - Oostende,,,,,,,,
4403,,,,,,,,,,,,,,,,,,,Not specified,,,,kleemstraat 39 1760  - Roosdaal,,Non flood zone,,,,,,
4404,,,,,,,,,,,,,,,,,,,Not specified,,,,Koninginnelaan 84 8430  - Middelkerke,,Non flood zone,,,,,,
4405,,,,,,,,,,,,,,,,,,,Not specified,,,,"Avenue Napoléon, 1 1420  - Braine-l'Alleud",,,,,,,,
4406,,,,,,,,,,,,,,,,,,,Not specified,,,,Oude Weg 39 9991  - Maldegem,,,,,,,,
4407,,,,,,,,,,,,,,,,,,,Not specified,,,,Route du Condroz 94 4121  - Neupre,,,,,,,,
4408,,,,,,,,,,,,,,,,,,,Not specified,,,,Oude Weg 39 9991  - Maldegem,,,,,,,,
4409,,,,,,,,,,,,,,,,,,,Not specified,,,,Generaal Lemanstraat 55 2018  - Antwerpen,,,,,,,,
4410,,,,,,,,,,,,,,,,,,,A,,,,Route du Condroz 94 4121  - Neupre,,,,,,,,
4411,,,,,,,,,,,,,,,,,,,Not specified,,,,"Britselei, 24 2000  - Anvers",,Non flood zone,,,,,,
4412,,,,,,,,,,,,,,,,,,,Not specified,,,,Sint-Lenaartsesteenweg 204 2310  - Rijkevorsel,,,Rijkevorsel,,,,,
4413,,,,,,,,,,,,,,,,,,,Not specified,,,,Roeselaarseweg 12 8820  - Torhout,,Non flood zone,,,,,,
4414,,,,,,,,,,,,,,,,,,,Not specified,,,,Koolmijnlaan 38 3550  - Heusden-Zolder,,Non flood zone,,,,,,
4415,,,,,,,,,,,,,,,,,,,Not specified,,,,Tervuursevest 11 3000  - Leuven,,Non flood zone,,,,,,
4416,,,,,,,,,,,,,,,,,,,Not specified,,,,Bisschopslaan 16 2340  - Beerse,20.0,Non flood zone,,20.0,,,,
4417,,,,,,,,,,,,,,,,,,,Not specified,,,,Bisschopslaan 16 2340  - Beerse,,,,,,,,
4418,,,,,,,,,,,,,,,,,,,Not specified,,,,Boomstraat 93 2880  - Bornem,,,Regio Lebbeke,,,,,
4419,,,,,,,,,,,,,,,,,,,Not specified,,,,Turnhoutsebaan 149/151 2970  - Schilde,,Non flood zone,,,,,,
4420,,,,,,,,,,,,,,,,,,,Not specified,,,,Oude Weg 39 9991  - Maldegem,,,,,,,,
4421,,,,,,,,,,,,,,,,,,,Not specified,,,,Regentiestraat 16 9100  - Sint-Niklaas,,Non flood zone,,,,,,
4422,,,,,,,,,,,,,,,,,,,Not specified,,,,Stationstraat 79 1861  - Wolvertem,,Non flood zone,,,,,,
4423,,,,,,,,,,,,,,,,,,,Not specified,,,,Kalkovenlaan 77 1785  - Merchtem,,,,,,,,
4424,,,,,,,,,,,,,,,,,,,Not specified,,,,Dr. Roosensplein 47 2930  - Brasschaat,,Non flood zone,Brasschaat-Centrum,1.0,,,,
4425,,,,,,,,,,,,,,,,,,,Not specified,,,,Natiënlaan 199 8300  - Knokke-Heist,,,,,,,,
4426,,,,,,,,,,,,,,,,,,,Not specified,,,,Rue de la Montagne 44 4700  - Eupen,,,,,,,,
4427,,,,,,,,,,,,,,,,,,,Not specified,,,,Turnhoutsebaan 149/151 2970  - Schilde,,,,,,,,
4428,,,,,,,,,,,,,,,,,,,Not specified,,,,Westlaan 120 8800  - Roeselare,,,,,,,,
4429,,,,,,,,,,,,,,,,,,,Not specified,,,,Kapelsesteenweg 348 2930  - Brasschaat,,Non flood zone,,,,,,
4430,,,,,,,,,,,,,,,,,,,Not specified,,,,Pas 96/A 2440  - Geel,,,,,,,,
4431,,,,,,,,,,,,,,,,,,,Not specified,,,,Avenue Cardinal Mercier 9 5000  - Namur,,,,,,,,
4432,,,,,,,,,,,,,,,,,,,Not specified,,,,PARKLAAN 46 2300  - Turnhout,,Non flood zone,,,,,,
4433,,,,,,,,,,,,,,,,,,,Not specified,,,,Havermarkt 22 3500  - Hasselt,,,,,,,,
4434,,,,,,,,,,,,,,,,,,,Not specified,,,,Hallaarstraat 33 2222  - Heist-op-den-Berg,,Non flood zone,,,,,,
4435,,,,,,,,,,,,,,,,,,,Not specified,,,,PARKLAAN 46 2300  - Turnhout,,Non flood zone,,,,,,
4436,,,,,,,,,,,,,,,,,,,Not specified,,,,PARKLAAN 46 2300  - Turnhout,,Non flood zone,,,,,,
4437,,,,,,,,,,,,,,,,,,,Not specified,,,,Oude Weg 39 9991  - Maldegem,,,,,,,,
4438,,,,,,,,,,,,,,,,,,,Not specified,,,,Pas 96/A 2440  - Geel,,,,,,,,
4439,,,,,,,,,,,,,,,,,,,Not specified,,,,Arthur Goemaerelei 50 2018  - Antwerpen,,,Regio Antwerpen,,,,,
4440,,,,,,,,,,,,,,,,,,,Not specified,,,,Meyskensstraat 222 1780  - Wemmel,,,,,,,,
4441,,,,,,,,,,,,,,,,,,,Not specified,,,,Tervuursevest 11 3000  - Leuven,,Non flood zone,,,,,,
4442,,,,,,,,,,,,,,,,,,,Not specified,,,,"Britselei, 24 2000  - Anvers",,Non flood zone,,,,,,
4443,,,,,,,,,,,,,,,,,,,Not specified,,,,Visserskaai 8 8400  - Oostende,,,,,,,,
4444,,,,,,,,,,,,,,,,,,,Not specified,,,,Graaf Jansdijk 6/001 8420  - Wenduine,,Non flood zone,,,,,,
4445,,,,,,,,,,,,,,,,,,,Not specified,,,,Brusselsesteenweg 59/1 1860  - Meise,,Non flood zone,,,,,,
4446,,,,,,,,,,,,,,,,,,,Not specified,,,,Drukkerijstraat 22 / 2101 2000  - Antwerpen,,Non flood zone,Sint-Andries,,,,,
4447,1950.0,To be done up,4.0,Countryside,90  m² square meters,14  m² square meters,Installed,9  m² square meters,2.0,1.0,,2.0,Yes,No,,,,,F,Fuel oil,Yes,"€ 189,000  189000 €",Grand rue 191 4870  - Trooz,,,"Trooz, Nessonvaux, Fraipont",,15  m²  square meters,,,
4448,1950.0,To be done up,4.0,Countryside,90  m² square meters,14  m² square meters,Installed,9  m² square meters,2.0,1.0,,2.0,Yes,No,,,,,F,Fuel oil,Yes,"€ 189,000  189000 €",Grand rue 191 4870  - Trooz,,,"Trooz, Nessonvaux, Fraipont",,15  m²  square meters,,,
4449,1930.0,To renovate,4.0,,193  m² square meters,40  m² square meters,Semi equipped,,3.0,1.0,,,Yes,,Yes,,,,G,Fuel oil,Yes,"Make an offer starting from  € 199,000  Make an offer starting from  199000 €",Avenue des Ardennes 1/02 4500  - Huy,,,,3.0,1680  m²  square meters,,,
4450,1910.0,To renovate,3.0,Countryside,145  m² square meters,,Semi equipped,,3.0,1.0,,2.0,,No,,,,,F,Fuel oil,Yes,"€ 189,000  189000 €",Dampoortstraat 41 9000  - Gent,,,,1.0,570  m²  square meters,15  m²  square meters,,
4451,1955.0,To renovate,2.0,Urban,76  m² square meters,25  m² square meters,Not installed,9  m² square meters,2.0,1.0,,2.0,,No,Yes,,,,F,Gas,,"€ 189,000  189000 €","Oude zandstraat , 30 9120  - Beveren",,Non flood zone,9100 Sint-Niklaas,,,,,
4452,1963.0,Good,4.0,Landscape,164  m² square meters,28  m² square meters,Semi equipped,,4.0,1.0,,1.0,,,,,,,F,Gas,Yes,"Make an offer starting from  € 219,000  Make an offer starting from  219000 €",Avenue des Ardennes 1/02 4500  - Huy,1.0,,,,,81  m²  square meters,,
4453,1983.0,Good,3.0,,100  m² square meters,,Semi equipped,8  m² square meters,3.0,,1.0,2.0,Yes,,,,,,G,Fuel oil,Yes,"Make an offer starting from  € 210,000  Make an offer starting from  210000 €",Avenuedes Ardennes 7d 4500  - Huy,1.0,,,,,,Yes,
4454,1948.0,To be done up,2.0,"Living area (residential, urban or rural)",120  m² square meters,21  m² square meters,Installed,,5.0,1.0,1.0,2.0,Yes,No,,No,No,No,D,Gas,Yes,"€ 219,000  219000 €",Rue du Page 59 bte 1 1050  - Ixelles,,,,,,6  m²  square meters,,
4455,1850.0,Good,4.0,,168  m² square meters,15  m² square meters,Installed,,3.0,1.0,,1.0,Yes,,,,,,F,Pellet,Yes,"Make an offer starting from  € 199,000  Make an offer starting from  199000 €",Avenue des Ardennes 1/02 4500  - Huy,1.0,,,,1340  m²  square meters,,,
4456,2014.0,To renovate,4.0,Isolated,125  m² square meters,32  m² square meters,Installed,9  m² square meters,4.0,1.0,,1.0,,No,,,,,C,Gas,Yes,"€ 195,000  195000 €",Grand rue 191 4870  - Trooz,1.0,,"Trooz, Nessonvaux, Fraipont",1.0,400  m²  square meters,,,
